Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
4884-LEVMQ,2016-11-01,No,Two year,Yes,Bank transfer (automatic),20.45,821.48,1187,39,25-48 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
8857-CUPFQ,2014-11-01,No,Two year,No,Mailed check,19.25,1309.77,1918,63,49-72 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
7610-TVOPG,2018-11-01,No,Month-to-month,Yes,Electronic check,26.35,434.78,457,15,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
3638-DIMPH,2019-01-01,No,One year,No,Electronic check,43.8,569.4,396,13,13-24 meses,Female,0,Yes,No,DSL,No,No,No,No,No,No,No,0
1845-ZLLIG,2020-01-01,No,Month-to-month,Yes,Mailed check,50.15,50.15,31,1,0-12 meses,Male,0,No,No,DSL,No,Yes,No,No,No,No,No,0
8559-WNQZS,2020-01-01,No,Two year,No,Mailed check,20.45,20.45,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3999-QGRJH,2019-02-01,No,Month-to-month,Yes,Electronic check,69.7,836.4,365,12,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,No,No,0
1699-UOTXU,2015-02-01,No,Two year,No,Electronic check,61.4,3684.0,1826,60,49-72 meses,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,No,0
2454-RPBRZ,2018-10-01,No,Month-to-month,Yes,Electronic check,98.1,1569.6,488,16,13-24 meses,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0
0635-WKOLD,2016-10-01,2019-10-01,One year,No,Credit card (automatic),70.75,2547.0,1095,36,25-48 meses,Male,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,1
5993-JSUWV,2014-08-01,2018-07-01,Two year,Yes,Bank transfer (automatic),61.15,3161.45,1430,47,25-48 meses,Female,0,No,No,DSL,Yes,Yes,Yes,No,No,No,No,1
4518-FZBSX,2016-08-01,No,One year,No,Mailed check,20.25,850.5,1279,42,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
5387-ASZNZ,2014-08-01,2015-12-01,One year,Yes,Credit card (automatic),63.85,1072.68,487,16,13-24 meses,Female,1,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,1
6988-CJEYV,2016-01-01,No,Month-to-month,No,Electronic check,98.7,5078.12,1492,49,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0
2002-MZHWP,2019-12-01,No,Month-to-month,No,Mailed check,20.5,41.0,62,2,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3097-FQTVJ,2016-09-01,No,Two year,No,Mailed check,20.0,828.2,1248,41,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5465-BUBFA,2016-09-01,No,Two year,No,Bank transfer (automatic),19.3,862.52,1248,41,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
7299-GNVPL,2018-03-01,No,Month-to-month,No,Mailed check,84.4,1941.2,702,23,13-24 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,0
9743-DQKQW,2019-11-01,No,Month-to-month,No,Electronic check,25.1,82.83,92,3,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No service,0
1215-VFYVK,2019-10-01,No,Month-to-month,No,Mailed check,48.25,202.65,123,4,0-12 meses,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No service,0
9371-BITHB,2015-10-01,No,Two year,No,Mailed check,19.85,1032.2,1584,52,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2265-CYWIV,2019-09-01,No,Month-to-month,Yes,Electronic check,99.6,498.0,153,5,0-12 meses,Female,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
9093-FPDLG,2019-03-01,No,Month-to-month,Yes,Electronic check,94.2,1139.82,337,11,0-12 meses,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0
0541-FITGH,2019-12-01,No,Month-to-month,Yes,Mailed check,62.15,124.3,62,2,0-12 meses,Female,0,Yes,No,DSL,Yes,No,No,No,No,Yes,No,0
6985-HAYWX,2017-12-01,No,Month-to-month,No,Bank transfer (automatic),79.3,2061.8,792,26,25-48 meses,Female,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
7508-KBIMB,2018-02-01,No,One year,Yes,Credit card (automatic),56.25,1471.5,730,24,13-24 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,0
6838-HVLXG,2019-02-01,No,Month-to-month,No,Mailed check,20.3,243.6,365,12,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2277-DJJDL,2015-02-01,No,Month-to-month,Yes,Electronic check,99.0,5940.0,1826,60,49-72 meses,Male,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,0
1897-OKVMW,2014-10-01,No,Two year,Yes,Mailed check,90.6,5856.38,1949,64,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
5485-ITNPC,2014-08-01,No,Two year,Yes,Bank transfer (automatic),85.9,6066.26,2010,66,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0
0233-FTHAV,2015-02-01,No,One year,Yes,Bank transfer (automatic),79.2,4752.0,1826,60,49-72 meses,Female,0,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,0
4644-PIZRT,2018-09-01,No,One year,Yes,Bank transfer (automatic),70.35,1231.83,518,17,13-24 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,0
8922-NPKBJ,2016-08-01,No,Two year,No,Mailed check,19.35,861.46,1279,42,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2740-TVLFN,2020-01-01,No,Month-to-month,Yes,Electronic check,50.15,53.16,31,1,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,Yes,0
7771-CFQRQ,2016-03-01,No,Two year,No,Bank transfer (automatic),63.8,3178.52,1432,47,25-48 meses,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,0
9512-PHSMG,2019-04-01,No,Month-to-month,Yes,Mailed check,20.55,207.56,306,10,0-12 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
6963-EZQEE,2014-04-01,No,Two year,Yes,Credit card (automatic),88.55,6322.47,2132,70,49-72 meses,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
2452-KDRRH,2014-07-01,2017-09-01,Month-to-month,Yes,Credit card (automatic),101.4,4122.92,1158,38,25-48 meses,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1
2004-OCQXK,2019-11-01,No,Month-to-month,Yes,Electronic check,81.95,245.85,92,3,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
5027-QPKTE,2019-06-01,No,Month-to-month,Yes,Electronic check,69.35,554.8,245,8,0-12 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
4146-SVFUD,2020-01-01,No,Month-to-month,No,Mailed check,44.6,44.6,31,1,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
1564-HJUVY,2019-10-01,No,Month-to-month,Yes,Bank transfer (automatic),63.75,255.0,123,4,0-12 meses,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,No,No,0
3617-XLSGQ,2014-08-01,No,Two year,No,Bank transfer (automatic),109.25,7643.13,2010,66,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0
7517-LDMPS,2019-02-01,No,Month-to-month,Yes,Electronic check,84.6,1015.2,365,12,0-12 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,No,0
7244-KXYZN,2018-02-01,No,One year,No,Credit card (automatic),20.45,520.25,730,24,13-24 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5226-NOZFC,2017-12-01,No,Month-to-month,Yes,Electronic check,85.75,2274.09,792,26,25-48 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,No,0
2672-HUYVI,2019-04-01,No,Month-to-month,Yes,Electronic check,91.1,956.55,306,10,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0
1400-WIVLL,2015-05-01,No,Two year,No,Electronic check,107.95,6214.68,1737,57,49-72 meses,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
7508-MYBOG,2018-09-01,No,Month-to-month,Yes,Electronic check,86.1,1610.07,518,17,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,0
8148-NLEGT,2016-08-01,2019-09-01,Two year,No,Electronic check,22.95,849.15,1126,37,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,1
0148-DCDOS,2017-09-01,No,Month-to-month,Yes,Bank transfer (automatic),94.7,2856.15,883,29,25-48 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
8347-GDTMP,2014-10-01,No,Two year,No,Credit card (automatic),19.45,1257.25,1949,64,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
9992-RRAMN,2018-02-01,2018-09-01,Month-to-month,Yes,Electronic check,85.1,595.7,212,7,0-12 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1
6746-WAUWT,2018-07-01,No,One year,Yes,Credit card (automatic),19.7,374.3,580,19,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
0310-MVLET,2014-09-01,2016-01-01,Month-to-month,Yes,Electronic check,99.15,1649.86,487,16,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1
0428-IKYCP,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),87.0,2009.7,671,22,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,0
4550-VBOFE,2014-03-01,2017-10-01,Month-to-month,Yes,Electronic check,102.95,4426.85,1310,43,25-48 meses,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
2187-PKZAY,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),79.95,997.78,365,12,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
4003-OCTMP,2017-07-01,No,One year,Yes,Electronic check,64.0,1984.0,945,31,25-48 meses,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,0
6652-YFFJO,2019-03-01,No,Month-to-month,Yes,Electronic check,64.9,749.6,337,11,0-12 meses,Female,0,No,No,DSL,No,No,No,No,Yes,Yes,No,0
7225-IILWY,2014-06-01,2018-01-01,Two year,No,Mailed check,25.75,1107.25,1310,43,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,1
5248-RPYWW,2014-02-01,2017-03-01,Two year,Yes,Bank transfer (automatic),90.15,3335.55,1124,37,25-48 meses,Female,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
7923-IYJWY,2014-07-01,2019-03-01,Two year,Yes,Credit card (automatic),116.1,6891.7,1704,56,49-72 meses,Male,1,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
3170-GWYKC,2015-02-01,No,Month-to-month,Yes,Bank transfer (automatic),104.95,6422.94,1826,60,49-72 meses,Female,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,0
5696-QURRL,2019-09-01,No,Month-to-month,Yes,Mailed check,45.05,247.78,153,5,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
7409-KIUTL,2019-12-01,No,Month-to-month,Yes,Electronic check,71.0,142.0,62,2,0-12 meses,Female,1,No,Yes,Fiber optic,No,No,No,No,No,No,No,0
9830-ECLEN,2015-04-01,2018-01-01,One year,No,Mailed check,50.0,1749.0,1006,33,25-48 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No service,1
1732-VHUBQ,2015-12-01,2018-01-01,Month-to-month,No,Bank transfer (automatic),70.55,1887.21,762,25,25-48 meses,Female,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,1
0495-RVCBF,2019-10-01,No,Month-to-month,Yes,Electronic check,79.7,321.99,123,4,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
2668-TZSPS,2020-01-01,No,Month-to-month,No,Mailed check,20.45,20.45,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7854-EDSSA,2018-02-01,No,Month-to-month,No,Electronic check,59.0,1543.44,730,24,13-24 meses,Male,0,No,No,DSL,Yes,Yes,No,No,No,No,Yes,0
8869-TORSS,2015-11-01,2019-04-01,One year,Yes,Credit card (automatic),60.35,2721.79,1247,41,25-48 meses,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No,1
7446-SFAOA,2017-01-01,No,One year,Yes,Bank transfer (automatic),19.85,734.45,1126,37,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
9522-ZSINC,2019-01-01,No,One year,Yes,Electronic check,19.95,259.35,396,13,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
8234-GSZYK,2016-07-01,2019-09-01,Two year,No,Bank transfer (automatic),26.45,1045.3,1157,38,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
6505-OZNPG,2019-08-01,No,Two year,Yes,Mailed check,63.4,380.4,184,6,0-12 meses,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No service,0
6164-HAQTX,2014-03-01,No,Two year,No,Bank transfer (automatic),53.95,3945.36,2163,71,49-72 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No service,0
0679-IDSTG,2019-12-01,No,Month-to-month,Yes,Electronic check,69.25,138.5,62,2,0-12 meses,Female,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0
7765-LWVVH,2014-02-01,No,Two year,Yes,Electronic check,95.1,7121.09,2191,72,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0
1658-TJVOA,2019-08-01,No,Month-to-month,Yes,Electronic check,74.1,444.6,184,6,0-12 meses,Female,1,No,No,Fiber optic,Yes,No,No,No,No,No,No,0
0953-LGOVU,2019-02-01,No,Month-to-month,No,Mailed check,35.5,426.0,365,12,0-12 meses,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No service,0
2115-BFTIW,2017-12-01,2018-10-01,Month-to-month,No,Mailed check,70.95,709.5,304,10,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1
4692-NNQRU,2018-05-01,No,One year,No,Electronic check,79.2,1829.52,641,21,13-24 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,0
7742-MYPGI,2019-08-01,No,Month-to-month,Yes,Mailed check,48.8,292.8,184,6,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,Yes,No,No,No,0
0611-DFXKO,2018-02-01,No,Month-to-month,Yes,Mailed check,89.0,2136.0,730,24,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,0
7780-OTDSO,2018-06-01,2018-07-01,Month-to-month,Yes,Electronic check,99.4,102.38,30,1,0-12 meses,Male,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1
9619-GSATL,2016-07-01,No,One year,No,Electronic check,55.45,2384.35,1310,43,25-48 meses,Female,0,No,No,DSL,No,Yes,No,Yes,No,No,No,0
5622-UEJFI,2017-03-01,No,Two year,Yes,Credit card (automatic),25.4,942.34,1067,35,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
9747-DDZOS,2019-12-01,No,Month-to-month,No,Bank transfer (automatic),73.5,147.0,62,2,0-12 meses,Female,0,No,No,Fiber optic,No,No,Yes,No,No,No,No,0
0674-DGMAQ,2017-06-01,No,Month-to-month,Yes,Electronic check,93.5,2992.0,975,32,25-48 meses,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0
6203-HBZPA,2015-10-01,No,Two year,No,Credit card (automatic),63.9,3322.8,1584,52,49-72 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No service,0
0484-FFVBJ,2017-06-01,No,One year,Yes,Bank transfer (automatic),64.85,2261.97,975,32,25-48 meses,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,No,0
0301-FIDRB,2014-02-01,No,Two year,Yes,Bank transfer (automatic),63.8,4593.6,2191,72,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No service,0
4139-JPIAM,2015-11-01,2017-06-01,Month-to-month,Yes,Credit card (automatic),44.45,844.55,578,19,13-24 meses,Male,0,No,No,DSL,Yes,No,No,Yes,No,Yes,No service,1
2181-TIDSV,2014-06-01,No,Two year,Yes,Bank transfer (automatic),19.95,1370.17,2071,68,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2761-XECQW,2019-06-01,No,Month-to-month,Yes,Mailed check,43.35,346.8,245,8,0-12 meses,Male,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,No service,0
1936-CZAKF,2016-01-01,No,Two year,No,Credit card (automatic),49.65,2432.85,1492,49,49-72 meses,Male,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No service,0
9453-PATOS,2014-02-01,No,Two year,No,Mailed check,85.1,6127.2,2191,72,49-72 meses,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0
0564-JJHGS,2019-03-01,No,Month-to-month,Yes,Electronic check,95.5,1050.5,337,11,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
3348-CFRNX,2017-07-01,2019-06-01,Month-to-month,Yes,Mailed check,92.35,2272.73,700,23,13-24 meses,Female,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,1
4402-FTBXC,2015-08-01,2019-11-01,Month-to-month,No,Mailed check,89.8,4579.8,1553,51,49-72 meses,Male,0,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,1
1428-GTBJJ,2018-12-01,No,Month-to-month,Yes,Electronic check,74.55,1043.7,427,14,13-24 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
2931-XIQBR,2015-12-01,No,One year,No,Mailed check,103.05,5152.5,1523,50,49-72 meses,Female,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
0106-UGRDO,2014-05-01,No,Two year,Yes,Electronic check,116.0,8004.0,2102,69,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
5542-TBBWB,2020-01-01,No,Month-to-month,Yes,Electronic check,69.9,69.9,31,1,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
1930-QPBVZ,2014-06-01,No,Two year,No,Bank transfer (automatic),95.1,7113.48,2071,68,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0
2606-PKWJB,2016-10-01,No,One year,No,Mailed check,40.25,1610.0,1218,40,25-48 meses,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No service,0
5322-ZSMZY,2017-07-01,No,Two year,No,Mailed check,25.75,798.25,945,31,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
8059-UDZFY,2017-05-01,No,Month-to-month,Yes,Bank transfer (automatic),105.35,3580.85,1006,33,25-48 meses,Female,1,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
7740-BTPUX,2015-07-01,No,Two year,Yes,Electronic check,113.6,6248.0,1676,55,49-72 meses,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0
5220-AGAAX,2014-06-01,2016-08-01,Two year,Yes,Bank transfer (automatic),24.0,624.0,792,26,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,1
0208-BPQEJ,2019-02-01,No,Month-to-month,No,Bank transfer (automatic),19.4,256.08,365,12,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
9435-JMLSX,2014-03-01,2018-08-01,Two year,Yes,Bank transfer (automatic),86.1,4882.73,1614,53,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,1
3352-ALMCK,2016-10-01,No,Month-to-month,Yes,Mailed check,102.65,4434.48,1218,40,25-48 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
5312-IRCFR,2014-10-01,No,One year,Yes,Electronic check,92.85,6061.25,1949,64,49-72 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0
5294-IMHHT,2015-09-01,2018-07-01,One year,No,Bank transfer (automatic),97.75,3323.5,1034,34,25-48 meses,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,1
8802-UNOJF,2018-12-01,No,Month-to-month,Yes,Mailed check,83.8,1255.32,427,14,13-24 meses,Male,1,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,0
6313-GIDIT,2015-06-01,2018-11-01,Month-to-month,Yes,Electronic check,54.45,2232.45,1249,41,25-48 meses,Male,1,No,No,DSL,No,Yes,Yes,No,Yes,Yes,No service,1
6176-YJWAS,2014-02-01,No,Two year,Yes,Credit card (automatic),97.95,7052.4,2191,72,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,0
5310-NOOVA,2016-04-01,No,Two year,No,Electronic check,19.95,917.7,1401,46,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4526-EXKKN,2016-10-01,No,Two year,Yes,Mailed check,24.6,1062.72,1218,40,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
5311-IHLEI,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),50.95,611.4,365,12,0-12 meses,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No service,0
3987-KQDDU,2019-05-01,No,Month-to-month,No,Electronic check,75.6,714.42,276,9,0-12 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,No,No,No,0
3404-JNXAX,2015-11-01,2018-03-01,Month-to-month,Yes,Electronic check,80.75,2261.0,851,28,25-48 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,1
5131-PONJI,2016-01-01,No,Month-to-month,Yes,Credit card (automatic),90.4,4473.9,1492,49,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,0
2845-AFFTX,2016-05-01,2016-10-01,Month-to-month,Yes,Electronic check,99.8,499.0,153,5,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1
3489-VSFRD,2015-06-01,No,One year,Yes,Credit card (automatic),60.25,3475.22,1706,56,49-72 meses,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No,0
3345-JHUEO,2019-10-01,No,Month-to-month,Yes,Electronic check,20.2,80.8,123,4,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5815-HGGHV,2018-06-01,No,One year,Yes,Mailed check,64.15,1283.0,610,20,13-24 meses,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,0
5260-UMPWX,2017-12-01,No,Month-to-month,Yes,Credit card (automatic),20.25,558.09,792,26,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2249-YPRNG,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),105.85,2328.7,671,22,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
7410-YTJIK,2019-06-01,No,Month-to-month,No,Mailed check,75.45,633.78,245,8,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
4626-GYCZP,2019-03-01,No,Month-to-month,Yes,Electronic check,93.85,1032.35,337,11,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
5649-RXQTV,2015-11-01,No,Month-to-month,Yes,Electronic check,99.0,5250.96,1553,51,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0
2674-MIAHT,2019-10-01,No,Month-to-month,Yes,Mailed check,80.3,343.68,123,4,0-12 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
2576-HXMPA,2020-01-01,No,Month-to-month,No,Credit card (automatic),19.55,21.31,31,1,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7587-AOVVU,2017-11-01,No,Month-to-month,No,Electronic check,100.75,2965.07,822,27,25-48 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,0
5590-BYNII,2018-02-01,No,Month-to-month,Yes,Electronic check,100.75,2418.0,730,24,13-24 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
6898-MDLZW,2019-02-01,No,Month-to-month,Yes,Mailed check,53.75,664.35,365,12,0-12 meses,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,No,0
3237-AJGEH,2019-10-01,No,Month-to-month,Yes,Mailed check,31.0,132.68,123,4,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,Yes,No,No,No service,0
4707-YNOQA,2017-04-01,No,One year,Yes,Credit card (automatic),25.6,870.4,1036,34,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
9357-UJRUN,2018-02-01,No,One year,Yes,Electronic check,58.35,1400.4,730,24,13-24 meses,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,0
1591-NFNLQ,2015-08-01,2018-12-01,Month-to-month,No,Credit card (automatic),80.0,3232.0,1218,40,25-48 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,1
8648-PFRMP,2018-12-01,No,Month-to-month,Yes,Electronic check,46.35,694.32,427,14,13-24 meses,Female,1,No,No,DSL,No,No,No,No,Yes,Yes,No service,0
